Реестр образовательных программ и соответствующая им структура учебных групп факультета "АК" МГТУ им. Н.Э. Баумана
Кафедра "АК-1"
Группа | ОКСО | Специализация | Квалификация 
РЛ3-91 | 200203 - Оптико-электронные приборы и системы | 11 - Компьютерная оптика | 65 - Инженер
РЛ3-92 | 200203 - Оптико-электронные приборы и системы | 15 - Оптико-электронные приборы научных исследований и кино-фотоприборы | 65 - Инженер
РЛ3-93 | 200200 - Оптотехника | 02 -  | 68 - Магистр техники и технологии
РЛ3-94 | 200200 - Оптотехника | 06 -  | 68 - Магистр техники и технологии
РЛ3-95 | 200200 - Оптотехника | 08 -  | 68 - Магистр техники и технологии
РЛ3-101 | 200203 - Оптико-электронные приборы и системы | 11 - Компьютерная оптика | 65 - Инженер
РЛ3-102 | 200203 - Оптико-электронные приборы и системы | 15 - Оптико-электронные приборы научных исследований и кино-фотоприборы | 65 - Инженер
РЛ3-103 | 200200 - Оптотехника | 02 -  | 68 - Магистр техники и технологии
РЛ3-104 | 200200 - Оптотехника | 06 -  | 68 - Магистр техники и технологии
РЛ3-105 | 200200 - Оптотехника | 08 -  | 68 - Магистр техники и технологии
РЛ3-111 | 200203 - Оптико-электронные приборы и системы | 11 - Компьютерная оптика | 65 - Инженер
РЛ3-112 | 200203 - Оптико-электронные приборы и системы | 15 - Оптико-электронные приборы научных исследований и кино-фотоприборы | 65 - Инженер
РЛ3-113 | 200200 - Оптотехника | 02 -  | 68 - Магистр техники и технологии
РЛ3-114 | 200200 - Оптотехника | 06 -  | 68 - Магистр техники и технологии
РЛ3-115 | 200200 - Оптотехника | 08 -  | 68 - Магистр техники и технологии
РЛ3-121 | 200203 - Оптико-электронные приборы и системы | 11 - Компьютерная оптика | 65 - Инженер
РЛ3-122 | 200203 - Оптико-электронные приборы и системы | 15 - Оптико-электронные приборы научных исследований и кино-фотоприборы | 65 - Инженер
РЛ3-123 | 200200 - Оптотехника | 02 -  | 68 - Магистр техники и технологии
РЛ3-124 | 200200 - Оптотехника | 06 -  | 68 - Магистр техники и технологии
РЛ3-125 | 200200 - Оптотехника | 08 -  | 68 - Магистр техники и технологии
